sock_id,pattern,dominant_color,fabric,foot,size_band,temperature_c,spin_cycle_rpm,static_cling_score,pair_probability,split
sock-02672,stripes,black,linen,ambiguous,small,53.8,856,0.88,0.830,train
sock-02673,tiny-stars,green,polyblend,left,medium,55.7,879,0.17,0.680,train
sock-02674,ribbed,burgundy,bamboo,right,large,57.6,902,0.46,0.680,train
sock-02675,heather,charcoal,wool,ambiguous,xl,59.5,925,0.75,0.490,train
sock-02676,chevron,teal,cotton,left,small,61.4,948,0.04,0.500,train
sock-02677,argyle,white,modal,right,medium,63.3,971,0.33,0.690,train
sock-02678,plain,coral,linen,ambiguous,large,65.2,994,0.62,0.820,train
sock-02679,dots,lavender,polyblend,left,xl,67.1,1017,0.91,0.690,train
sock-02680,stripes,navy,bamboo,right,small,69.0,1040,0.20,0.780,train
sock-02681,tiny-stars,yellow,wool,ambiguous,medium,70.9,1063,0.49,0.500,train
sock-02682,ribbed,black,cotton,left,large,72.8,1086,0.78,0.600,train
sock-02683,heather,green,modal,right,xl,25.7,1109,0.07,0.820,train
sock-02684,chevron,burgundy,linen,ambiguous,small,27.6,1132,0.36,0.760,train
sock-02685,argyle,charcoal,polyblend,left,medium,29.5,1155,0.65,0.650,train
sock-02686,plain,teal,bamboo,right,large,31.4,1178,0.94,0.770,train
sock-02687,dots,white,wool,ambiguous,xl,33.3,1201,0.23,0.440,train
sock-02688,stripes,coral,cotton,left,small,35.2,1224,0.52,0.520,train
sock-02689,tiny-stars,lavender,modal,right,medium,37.1,1247,0.81,0.830,train
sock-02690,ribbed,navy,linen,ambiguous,large,39.0,1270,0.10,0.860,train
sock-02691,heather,yellow,polyblend,left,xl,40.9,1293,0.39,0.710,train
sock-02692,chevron,black,bamboo,right,small,42.8,1316,0.68,0.800,train
sock-02693,argyle,green,wool,ambiguous,medium,44.7,1339,0.97,0.470,train
sock-02694,plain,burgundy,cotton,left,large,46.6,1362,0.26,0.600,train
sock-02695,dots,charcoal,modal,right,xl,48.5,1385,0.55,0.840,train
sock-02696,stripes,teal,linen,ambiguous,small,50.4,1408,0.84,0.780,train
sock-02697,tiny-stars,white,polyblend,left,medium,52.3,1431,0.13,0.650,train
sock-02698,ribbed,coral,bamboo,right,large,54.2,1454,0.42,0.720,train
sock-02699,heather,lavender,wool,ambiguous,xl,56.1,1477,0.71,0.530,train
sock-02700,chevron,navy,cotton,left,small,58.0,600,0.00,0.630,train
sock-02701,argyle,yellow,modal,right,medium,59.9,623,0.29,0.430,train
sock-02702,plain,black,linen,ambiguous,large,61.8,646,0.58,0.950,train
sock-02703,dots,green,polyblend,left,xl,63.7,669,0.87,0.730,train
sock-02704,stripes,burgundy,bamboo,right,small,65.6,692,0.16,0.730,train
sock-02705,tiny-stars,charcoal,wool,ambiguous,medium,67.5,715,0.45,0.540,train
sock-02706,ribbed,teal,cotton,left,large,69.4,738,0.74,0.550,train
sock-02707,heather,white,modal,right,xl,71.3,761,0.03,0.420,train
sock-02708,chevron,coral,linen,ambiguous,small,24.2,784,0.32,0.800,train
sock-02709,argyle,lavender,polyblend,left,medium,26.1,807,0.61,0.690,train
sock-02710,plain,navy,bamboo,right,large,28.0,830,0.90,0.900,train
sock-02711,dots,yellow,wool,ambiguous,xl,29.9,853,0.19,0.550,train
sock-02712,stripes,black,cotton,left,small,31.8,876,0.48,0.650,train
sock-02713,tiny-stars,green,modal,right,medium,33.7,899,0.77,0.500,train
sock-02714,ribbed,burgundy,linen,ambiguous,large,35.6,922,0.06,0.810,train
sock-02715,heather,charcoal,polyblend,left,xl,37.5,945,0.35,0.750,train
sock-02716,chevron,teal,bamboo,right,small,39.4,968,0.64,0.750,train
sock-02717,argyle,white,wool,ambiguous,medium,41.3,991,0.93,0.440,train
sock-02718,plain,coral,cotton,left,large,43.2,1014,0.22,0.640,train
sock-02719,dots,lavender,modal,right,xl,45.1,1037,0.51,0.510,train
sock-02720,stripes,navy,linen,ambiguous,small,47.0,1060,0.80,0.910,train
sock-02721,tiny-stars,yellow,polyblend,left,medium,48.9,1083,0.09,0.760,train
sock-02722,ribbed,black,bamboo,right,large,50.8,1106,0.38,0.850,train
sock-02723,heather,green,wool,ambiguous,xl,52.7,1129,0.67,0.570,train
sock-02724,chevron,burgundy,cotton,left,small,54.6,1152,0.96,0.580,train
sock-02725,argyle,charcoal,modal,right,medium,56.5,1175,0.25,0.470,train
sock-02726,plain,teal,linen,ambiguous,large,58.4,1198,0.54,0.900,train
sock-02727,dots,white,polyblend,left,xl,60.3,1221,0.83,0.700,train
sock-02728,stripes,coral,bamboo,right,small,62.2,1244,0.12,0.770,train
sock-02729,tiny-stars,lavender,wool,ambiguous,medium,64.1,1267,0.41,0.580,train
sock-02730,ribbed,navy,cotton,left,large,66.0,1290,0.70,0.680,train
sock-02731,heather,yellow,modal,right,xl,67.9,1313,0.99,0.530,train
sock-02732,chevron,black,linen,ambiguous,small,69.8,1336,0.28,0.930,train
sock-02733,argyle,green,polyblend,left,medium,71.7,1359,0.57,0.730,train
sock-02734,plain,burgundy,bamboo,right,large,24.6,1382,0.86,0.850,train
sock-02735,dots,charcoal,wool,ambiguous,xl,26.5,1405,0.15,0.590,train
sock-02736,stripes,teal,cotton,left,small,28.4,1428,0.44,0.600,train
sock-02737,tiny-stars,white,modal,right,medium,30.3,1451,0.73,0.470,train
sock-02738,ribbed,coral,linen,ambiguous,large,32.2,1474,0.02,0.480,train
sock-02739,heather,lavender,polyblend,left,xl,34.1,1497,0.31,0.790,train
sock-02740,chevron,navy,bamboo,right,small,36.0,620,0.60,0.880,train
sock-02741,argyle,yellow,wool,ambiguous,medium,37.9,643,0.89,0.550,train
sock-02742,plain,black,cotton,left,large,39.8,666,0.18,0.770,train
sock-02743,dots,green,modal,right,xl,41.7,689,0.47,0.550,train
sock-02744,stripes,burgundy,linen,ambiguous,small,43.6,712,0.76,0.490,train
sock-02745,tiny-stars,charcoal,polyblend,left,medium,45.5,735,0.05,0.800,train
sock-02746,ribbed,teal,bamboo,right,large,47.4,758,0.34,0.800,train
sock-02747,heather,white,wool,ambiguous,xl,49.3,781,0.63,0.540,train
sock-02748,chevron,coral,cotton,left,small,51.2,804,0.92,0.620,train
sock-02749,argyle,lavender,modal,right,medium,53.1,827,0.21,0.510,train
sock-02750,plain,navy,linen,ambiguous,large,55.0,850,0.50,0.660,train
sock-02751,dots,yellow,polyblend,left,xl,56.9,873,0.79,0.810,train
sock-02752,stripes,black,bamboo,right,small,58.8,896,0.08,0.900,train
sock-02753,tiny-stars,green,wool,ambiguous,medium,60.7,919,0.37,0.620,train
sock-02754,ribbed,burgundy,cotton,left,large,62.6,942,0.66,0.630,train
sock-02755,heather,charcoal,modal,right,xl,64.5,965,0.95,0.570,train
sock-02756,chevron,teal,linen,ambiguous,small,66.4,988,0.24,0.510,train
sock-02757,argyle,white,polyblend,left,medium,68.3,1011,0.53,0.700,train
sock-02758,plain,coral,bamboo,right,large,70.2,1034,0.82,0.890,train
sock-02759,dots,lavender,wool,ambiguous,xl,72.1,1057,0.11,0.630,train
sock-02760,stripes,navy,cotton,left,small,25.0,1080,0.40,0.730,train
sock-02761,tiny-stars,yellow,modal,right,medium,26.9,1103,0.69,0.580,train
sock-02762,ribbed,black,linen,ambiguous,large,28.8,1126,0.98,0.610,train
sock-02763,heather,green,polyblend,left,xl,30.7,1149,0.27,0.830,train
sock-02764,chevron,burgundy,bamboo,right,small,32.6,1172,0.56,0.830,train
sock-02765,argyle,charcoal,wool,ambiguous,medium,34.5,1195,0.85,0.590,train
sock-02766,plain,teal,cotton,left,large,36.4,1218,0.14,0.720,train
sock-02767,dots,white,modal,right,xl,38.3,1241,0.43,0.520,train
sock-02768,stripes,coral,linen,ambiguous,small,40.2,1264,0.72,0.530,train
sock-02769,tiny-stars,lavender,polyblend,left,medium,42.1,1287,0.01,0.840,train
sock-02770,ribbed,navy,bamboo,right,large,44.0,1310,0.30,0.930,train
sock-02771,heather,yellow,wool,ambiguous,xl,45.9,1333,0.59,0.650,train
sock-02772,chevron,black,cotton,left,small,47.8,1356,0.88,0.750,train
sock-02773,argyle,green,modal,right,medium,49.7,1379,0.17,0.550,train
sock-02774,plain,burgundy,linen,ambiguous,large,51.6,1402,0.46,0.610,train
sock-02775,dots,charcoal,polyblend,left,xl,53.5,1425,0.75,0.480,train
sock-02776,stripes,teal,bamboo,right,small,55.4,1448,0.04,0.850,train
sock-02777,tiny-stars,white,wool,ambiguous,medium,57.3,1471,0.33,0.590,train
sock-02778,ribbed,coral,cotton,left,large,59.2,1494,0.62,0.670,train
sock-02779,heather,lavender,modal,right,xl,61.1,617,0.91,0.610,train
sock-02780,chevron,navy,linen,ambiguous,small,63.0,640,0.20,0.640,train
sock-02781,argyle,yellow,polyblend,left,medium,64.9,663,0.49,0.440,train
sock-02782,plain,black,bamboo,right,large,66.8,686,0.78,0.990,train
sock-02783,dots,green,wool,ambiguous,xl,68.7,709,0.07,0.670,train
sock-02784,stripes,burgundy,cotton,left,small,70.6,732,0.36,0.680,train
sock-02785,tiny-stars,charcoal,modal,right,medium,72.5,755,0.65,0.620,train
sock-02786,ribbed,teal,linen,ambiguous,large,25.4,778,0.94,0.560,train
sock-02787,heather,white,polyblend,left,xl,27.3,801,0.23,0.430,train
sock-02788,chevron,coral,bamboo,right,small,29.2,824,0.52,0.870,train
sock-02789,argyle,lavender,wool,ambiguous,medium,31.1,847,0.81,0.630,train
sock-02790,plain,navy,cotton,left,large,33.0,870,0.10,0.850,train
sock-02791,dots,yellow,modal,right,xl,34.9,893,0.39,0.630,train
sock-02792,stripes,black,linen,ambiguous,small,36.8,916,0.68,0.660,train
sock-02793,tiny-stars,green,polyblend,left,medium,38.7,939,0.97,0.510,train
sock-02794,ribbed,burgundy,bamboo,right,large,40.6,962,0.26,0.880,train
sock-02795,heather,charcoal,wool,ambiguous,xl,42.5,985,0.55,0.690,train
sock-02796,chevron,teal,cotton,left,small,44.4,1008,0.84,0.700,train
sock-02797,argyle,white,modal,right,medium,46.3,1031,0.13,0.520,train
sock-02798,plain,coral,linen,ambiguous,large,48.2,1054,0.42,0.650,train
sock-02799,dots,lavender,polyblend,left,xl,50.1,1077,0.71,0.520,train
sock-02800,stripes,navy,bamboo,right,small,52.0,1100,0.00,0.980,train
sock-02801,tiny-stars,yellow,wool,ambiguous,medium,53.9,1123,0.29,0.700,train
sock-02802,ribbed,black,cotton,left,large,55.8,1146,0.58,0.800,train
sock-02803,heather,green,modal,right,xl,57.7,1169,0.87,0.650,train
sock-02804,chevron,burgundy,linen,ambiguous,small,59.6,1192,0.16,0.590,train
sock-02805,argyle,charcoal,polyblend,left,medium,61.5,1215,0.45,0.480,train
sock-02806,plain,teal,bamboo,right,large,63.4,1238,0.74,0.970,train
sock-02807,dots,white,wool,ambiguous,xl,65.3,1261,0.03,0.640,train
sock-02808,stripes,coral,cotton,left,small,67.2,1284,0.32,0.720,train
sock-02809,tiny-stars,lavender,modal,right,medium,69.1,1307,0.61,0.660,train
sock-02810,ribbed,navy,linen,ambiguous,large,71.0,1330,0.90,0.690,train
sock-02811,heather,yellow,polyblend,left,xl,72.9,1353,0.19,0.540,train
sock-02812,chevron,black,bamboo,right,small,25.8,1376,0.48,0.630,train
sock-02813,argyle,green,wool,ambiguous,medium,27.7,1399,0.77,0.670,train
sock-02814,plain,burgundy,cotton,left,large,29.6,1422,0.06,0.800,train
sock-02815,dots,charcoal,modal,right,xl,31.5,1445,0.35,0.670,train
sock-02816,stripes,teal,linen,ambiguous,small,33.4,1468,0.64,0.610,train
sock-02817,tiny-stars,white,polyblend,left,medium,35.3,1491,0.93,0.480,train
sock-02818,ribbed,coral,bamboo,right,large,37.2,614,0.22,0.550,train
sock-02819,heather,lavender,wool,ambiguous,xl,39.1,637,0.51,0.730,train
sock-02820,chevron,navy,cotton,left,small,41.0,660,0.80,0.830,train
sock-02821,argyle,yellow,modal,right,medium,42.9,683,0.09,0.630,train
sock-02822,plain,black,linen,ambiguous,large,44.8,706,0.38,0.780,train
sock-02823,dots,green,polyblend,left,xl,46.7,729,0.67,0.560,train
sock-02824,stripes,burgundy,bamboo,right,small,48.6,752,0.96,0.560,train
sock-02825,tiny-stars,charcoal,wool,ambiguous,medium,50.5,775,0.25,0.740,train
sock-02826,ribbed,teal,cotton,left,large,52.4,798,0.54,0.750,train
sock-02827,heather,white,modal,right,xl,54.3,821,0.83,0.620,train
sock-02828,chevron,coral,linen,ambiguous,small,56.2,844,0.12,0.630,train
sock-02829,argyle,lavender,polyblend,left,medium,58.1,867,0.41,0.520,train
sock-02830,plain,navy,bamboo,right,large,60.0,890,0.70,0.730,train
sock-02831,dots,yellow,wool,ambiguous,xl,61.9,913,0.99,0.750,train
sock-02832,stripes,black,cotton,left,small,63.8,936,0.28,0.850,train
sock-02833,tiny-stars,green,modal,right,medium,65.7,959,0.57,0.700,train
sock-02834,ribbed,burgundy,linen,ambiguous,large,67.6,982,0.86,0.640,train
sock-02835,heather,charcoal,polyblend,left,xl,69.5,1005,0.15,0.580,train
sock-02836,chevron,teal,bamboo,right,small,71.4,1028,0.44,0.580,train
sock-02837,argyle,white,wool,ambiguous,medium,24.3,1051,0.73,0.640,train
sock-02838,plain,coral,cotton,left,large,26.2,1074,0.02,0.840,train
sock-02839,dots,lavender,modal,right,xl,28.1,1097,0.31,0.710,train
sock-02840,stripes,navy,linen,ambiguous,small,30.0,1120,0.60,0.740,train
sock-02841,tiny-stars,yellow,polyblend,left,medium,31.9,1143,0.89,0.590,train
sock-02842,ribbed,black,bamboo,right,large,33.8,1166,0.18,0.680,train
sock-02843,heather,green,wool,ambiguous,xl,35.7,1189,0.47,0.770,train
sock-02844,chevron,burgundy,cotton,left,small,37.6,1212,0.76,0.780,train
sock-02845,argyle,charcoal,modal,right,medium,39.5,1235,0.05,0.670,train
sock-02846,plain,teal,linen,ambiguous,large,41.4,1258,0.34,0.730,train
sock-02847,dots,white,polyblend,left,xl,43.3,1281,0.63,0.530,train
sock-02848,stripes,coral,bamboo,right,small,45.2,1304,0.92,0.600,train
sock-02849,tiny-stars,lavender,wool,ambiguous,medium,47.1,1327,0.21,0.410,train
sock-02850,ribbed,navy,cotton,left,large,49.0,1350,0.50,0.880,train
sock-02851,heather,yellow,modal,right,xl,50.9,1373,0.79,0.730,train
sock-02852,chevron,black,linen,ambiguous,small,52.8,1396,0.08,0.760,train
sock-02853,argyle,green,polyblend,left,medium,54.7,1419,0.37,0.560,train
sock-02854,plain,burgundy,bamboo,right,large,56.6,1442,0.66,0.680,train
sock-02855,dots,charcoal,wool,ambiguous,xl,58.5,1465,0.95,0.420,train
sock-02856,stripes,teal,cotton,left,small,60.4,1488,0.24,0.800,train
sock-02857,tiny-stars,white,modal,right,medium,62.3,611,0.53,0.670,train
sock-02858,ribbed,coral,linen,ambiguous,large,64.2,634,0.82,0.680,train
sock-02859,heather,lavender,polyblend,left,xl,66.1,657,0.11,0.620,train
sock-02860,chevron,navy,bamboo,right,small,68.0,680,0.40,0.710,train
sock-02861,argyle,yellow,wool,ambiguous,medium,69.9,703,0.69,0.380,train
sock-02862,plain,black,cotton,left,large,71.8,726,0.98,0.970,train
sock-02863,dots,green,modal,right,xl,24.7,749,0.27,0.750,train
sock-02864,stripes,burgundy,linen,ambiguous,small,26.6,772,0.56,0.690,train
sock-02865,tiny-stars,charcoal,polyblend,left,medium,28.5,795,0.85,0.630,train
sock-02866,ribbed,teal,bamboo,right,large,30.4,818,0.14,0.630,train
sock-02867,heather,white,wool,ambiguous,xl,32.3,841,0.43,0.370,train
sock-02868,chevron,coral,cotton,left,small,34.2,864,0.72,0.820,train
sock-02869,argyle,lavender,modal,right,medium,36.1,887,0.01,0.710,train
sock-02870,plain,navy,linen,ambiguous,large,38.0,910,0.30,0.860,train
sock-02871,dots,yellow,polyblend,left,xl,39.9,933,0.59,0.640,train
sock-02872,stripes,black,bamboo,right,small,41.8,956,0.88,0.730,train
sock-02873,tiny-stars,green,wool,ambiguous,medium,43.7,979,0.17,0.450,train
sock-02874,ribbed,burgundy,cotton,left,large,45.6,1002,0.46,0.830,train
sock-02875,heather,charcoal,modal,right,xl,47.5,1025,0.75,0.770,train
sock-02876,chevron,teal,linen,ambiguous,small,49.4,1048,0.04,0.710,train
sock-02877,argyle,white,polyblend,left,medium,51.3,1071,0.33,0.530,train
sock-02878,plain,coral,bamboo,right,large,53.2,1094,0.62,0.720,train
sock-02879,dots,lavender,wool,ambiguous,xl,55.1,1117,0.91,0.460,train
sock-02880,stripes,navy,cotton,left,small,57.0,1140,0.20,0.930,train
sock-02881,tiny-stars,yellow,modal,right,medium,58.9,1163,0.49,0.780,train
sock-02882,ribbed,black,linen,ambiguous,large,60.8,1186,0.78,0.810,train
sock-02883,heather,green,polyblend,left,xl,62.7,1209,0.07,0.660,train
sock-02884,chevron,burgundy,bamboo,right,small,64.6,1232,0.36,0.660,train
sock-02885,argyle,charcoal,wool,ambiguous,medium,66.5,1255,0.65,0.420,train
sock-02886,plain,teal,cotton,left,large,68.4,1278,0.94,0.550,train
sock-02887,dots,white,modal,right,xl,70.3,1301,0.23,0.720,train
sock-02888,stripes,coral,linen,ambiguous,small,72.2,1324,0.52,0.730,train
sock-02889,tiny-stars,lavender,polyblend,left,medium,25.1,1347,0.81,0.670,train
sock-02890,ribbed,navy,bamboo,right,large,27.0,1370,0.10,0.760,train
sock-02891,heather,yellow,wool,ambiguous,xl,28.9,1393,0.39,0.480,train
sock-02892,chevron,black,cotton,left,small,30.8,1416,0.68,0.580,train
sock-02893,argyle,green,modal,right,medium,32.7,1439,0.97,0.750,train
sock-02894,plain,burgundy,linen,ambiguous,large,34.6,1462,0.26,0.810,train
sock-02895,dots,charcoal,polyblend,left,xl,36.5,1485,0.55,0.680,train
sock-02896,stripes,teal,bamboo,right,small,38.4,608,0.84,0.680,train
sock-02897,tiny-stars,white,wool,ambiguous,medium,40.3,631,0.13,0.420,train
sock-02898,ribbed,coral,cotton,left,large,42.2,654,0.42,0.500,train
sock-02899,heather,lavender,modal,right,xl,44.1,677,0.71,0.810,train
sock-02900,chevron,navy,linen,ambiguous,small,46.0,700,0.00,0.840,train
sock-02901,argyle,yellow,polyblend,left,medium,47.9,723,0.29,0.640,train
sock-02902,plain,black,bamboo,right,large,49.8,746,0.58,0.850,train
sock-02903,dots,green,wool,ambiguous,xl,51.7,769,0.87,0.500,train
sock-02904,stripes,burgundy,cotton,left,small,53.6,792,0.16,0.510,train
sock-02905,tiny-stars,charcoal,modal,right,medium,55.5,815,0.45,0.820,train
sock-02906,ribbed,teal,linen,ambiguous,large,57.4,838,0.74,0.760,train
sock-02907,heather,white,polyblend,left,xl,59.3,861,0.03,0.630,train
sock-02908,chevron,coral,bamboo,right,small,61.2,884,0.32,0.700,train
sock-02909,argyle,lavender,wool,ambiguous,medium,63.1,907,0.61,0.460,train
sock-02910,plain,navy,cotton,left,large,65.0,930,0.90,0.680,train
sock-02911,dots,yellow,modal,right,xl,66.9,953,0.19,0.830,train
sock-02912,stripes,black,linen,ambiguous,small,68.8,976,0.48,0.860,train
sock-02913,tiny-stars,green,polyblend,left,medium,70.7,999,0.77,0.710,train
sock-02914,ribbed,burgundy,bamboo,right,large,72.6,1022,0.06,0.710,train
sock-02915,heather,charcoal,wool,ambiguous,xl,25.5,1045,0.35,0.520,train
sock-02916,chevron,teal,cotton,left,small,27.4,1068,0.64,0.530,train
sock-02917,argyle,white,modal,right,medium,29.3,1091,0.93,0.720,train
sock-02918,plain,coral,linen,ambiguous,large,31.2,1114,0.22,0.850,train
sock-02919,dots,lavender,polyblend,left,xl,33.1,1137,0.51,0.720,train
sock-02920,stripes,navy,bamboo,right,small,35.0,1160,0.80,0.810,train
sock-02921,tiny-stars,yellow,wool,ambiguous,medium,36.9,1183,0.09,0.530,train
sock-02922,ribbed,black,cotton,left,large,38.8,1206,0.38,0.630,train
sock-02923,heather,green,modal,right,xl,40.7,1229,0.67,0.480,train
sock-02924,chevron,burgundy,linen,ambiguous,small,42.6,1252,0.96,0.790,train
sock-02925,argyle,charcoal,polyblend,left,medium,44.5,1275,0.25,0.680,train
sock-02926,plain,teal,bamboo,right,large,46.4,1298,0.54,0.800,train
sock-02927,dots,white,wool,ambiguous,xl,48.3,1321,0.83,0.470,train
sock-02928,stripes,coral,cotton,left,small,50.2,1344,0.12,0.550,train
sock-02929,tiny-stars,lavender,modal,right,medium,52.1,1367,0.41,0.490,train
sock-02930,ribbed,navy,linen,ambiguous,large,54.0,1390,0.70,0.890,train
sock-02931,heather,yellow,polyblend,left,xl,55.9,1413,0.99,0.740,train
sock-02932,chevron,black,bamboo,right,small,57.8,1436,0.28,0.830,train
sock-02933,argyle,green,wool,ambiguous,medium,59.7,1459,0.57,0.500,train
sock-02934,plain,burgundy,cotton,left,large,61.6,1482,0.86,0.630,train
sock-02935,dots,charcoal,modal,right,xl,63.5,605,0.15,0.500,train
sock-02936,stripes,teal,linen,ambiguous,small,65.4,628,0.44,0.810,train
sock-02937,tiny-stars,white,polyblend,left,medium,67.3,651,0.73,0.680,train
sock-02938,ribbed,coral,bamboo,right,large,69.2,674,0.02,0.750,train
sock-02939,heather,lavender,wool,ambiguous,xl,71.1,697,0.31,0.560,train
sock-02940,chevron,navy,cotton,left,small,24.0,720,0.60,0.660,train
sock-02941,argyle,yellow,modal,right,medium,25.9,743,0.89,0.460,train
sock-02942,plain,black,linen,ambiguous,large,27.8,766,0.18,0.980,train
sock-02943,dots,green,polyblend,left,xl,29.7,789,0.47,0.760,train
sock-02944,stripes,burgundy,bamboo,right,small,31.6,812,0.76,0.760,train
sock-02945,tiny-stars,charcoal,wool,ambiguous,medium,33.5,835,0.05,0.570,train
sock-02946,ribbed,teal,cotton,left,large,35.4,858,0.34,0.580,train
sock-02947,heather,white,modal,right,xl,37.3,881,0.63,0.450,train
sock-02948,chevron,coral,linen,ambiguous,small,39.2,904,0.92,0.830,train
sock-02949,argyle,lavender,polyblend,left,medium,41.1,927,0.21,0.720,train
sock-02950,plain,navy,bamboo,right,large,43.0,950,0.50,0.930,train
sock-02951,dots,yellow,wool,ambiguous,xl,44.9,973,0.79,0.580,train
sock-02952,stripes,black,cotton,left,small,46.8,996,0.08,0.680,train
sock-02953,tiny-stars,green,modal,right,medium,48.7,1019,0.37,0.530,train
sock-02954,ribbed,burgundy,linen,ambiguous,large,50.6,1042,0.66,0.840,train
sock-02955,heather,charcoal,polyblend,left,xl,52.5,1065,0.95,0.780,train
sock-02956,chevron,teal,bamboo,right,small,54.4,1088,0.24,0.780,train
sock-02957,argyle,white,wool,ambiguous,medium,56.3,1111,0.53,0.470,train
sock-02958,plain,coral,cotton,left,large,58.2,1134,0.82,0.670,train
sock-02959,dots,lavender,modal,right,xl,60.1,1157,0.11,0.540,train
sock-02960,stripes,navy,linen,ambiguous,small,62.0,1180,0.40,0.570,train
sock-02961,tiny-stars,yellow,polyblend,left,medium,63.9,1203,0.69,0.790,train
sock-02962,ribbed,black,bamboo,right,large,65.8,1226,0.98,0.880,train
sock-02963,heather,green,wool,ambiguous,xl,67.7,1249,0.27,0.600,train
sock-02964,chevron,burgundy,cotton,left,small,69.6,1272,0.56,0.610,train
sock-02965,argyle,charcoal,modal,right,medium,71.5,1295,0.85,0.500,train
sock-02966,plain,teal,linen,ambiguous,large,24.4,1318,0.14,0.560,train
sock-02967,dots,white,polyblend,left,xl,26.3,1341,0.43,0.730,train
sock-02968,stripes,coral,bamboo,right,small,28.2,1364,0.72,0.800,train
sock-02969,tiny-stars,lavender,wool,ambiguous,medium,30.1,1387,0.01,0.610,train
sock-02970,ribbed,navy,cotton,left,large,32.0,1410,0.30,0.710,train
sock-02971,heather,yellow,modal,right,xl,33.9,1433,0.59,0.560,train
sock-02972,chevron,black,linen,ambiguous,small,35.8,1456,0.88,0.590,train
sock-02973,argyle,green,polyblend,left,medium,37.7,1479,0.17,0.760,train
sock-02974,plain,burgundy,bamboo,right,large,39.6,602,0.46,0.880,train
sock-02975,dots,charcoal,wool,ambiguous,xl,41.5,625,0.75,0.620,train
sock-02976,stripes,teal,cotton,left,small,43.4,648,0.04,0.630,train
sock-02977,tiny-stars,white,modal,right,medium,45.3,671,0.33,0.500,train
sock-02978,ribbed,coral,linen,ambiguous,large,47.2,694,0.62,0.510,train
sock-02979,heather,lavender,polyblend,left,xl,49.1,717,0.91,0.820,train
sock-02980,chevron,navy,bamboo,right,small,51.0,740,0.20,0.910,train
sock-02981,argyle,yellow,wool,ambiguous,medium,52.9,763,0.49,0.580,train
sock-02982,plain,black,cotton,left,large,54.8,786,0.78,0.800,train
sock-02983,dots,green,modal,right,xl,56.7,809,0.07,0.580,train
sock-02984,stripes,burgundy,linen,ambiguous,small,58.6,832,0.36,0.520,train
sock-02985,tiny-stars,charcoal,polyblend,left,medium,60.5,855,0.65,0.830,train
sock-02986,ribbed,teal,bamboo,right,large,62.4,878,0.94,0.830,train
sock-02987,heather,white,wool,ambiguous,xl,64.3,901,0.23,0.570,train
sock-02988,chevron,coral,cotton,left,small,66.2,924,0.52,0.650,train
sock-02989,argyle,lavender,modal,right,medium,68.1,947,0.81,0.540,train
sock-02990,plain,navy,linen,ambiguous,large,70.0,970,0.10,0.690,train
sock-02991,dots,yellow,polyblend,left,xl,71.9,993,0.39,0.840,train
sock-02992,stripes,black,bamboo,right,small,24.8,1016,0.68,0.930,train
sock-02993,tiny-stars,green,wool,ambiguous,medium,26.7,1039,0.97,0.650,train
sock-02994,ribbed,burgundy,cotton,left,large,28.6,1062,0.26,0.660,train
sock-02995,heather,charcoal,modal,right,xl,30.5,1085,0.55,0.600,train
sock-02996,chevron,teal,linen,ambiguous,small,32.4,1108,0.84,0.540,train
sock-02997,argyle,white,polyblend,left,medium,34.3,1131,0.13,0.360,train
sock-02998,plain,coral,bamboo,right,large,36.2,1154,0.42,0.920,train
sock-02999,dots,lavender,wool,ambiguous,xl,38.1,1177,0.71,0.660,train
sock-03000,stripes,navy,cotton,left,small,40.0,1200,0.00,0.760,train
sock-03001,tiny-stars,yellow,modal,right,medium,41.9,1223,0.29,0.610,validation
sock-03002,ribbed,black,linen,ambiguous,large,43.8,1246,0.58,0.640,validation
sock-03003,heather,green,polyblend,left,xl,45.7,1269,0.87,0.490,validation
sock-03004,chevron,burgundy,bamboo,right,small,47.6,1292,0.16,0.860,validation
sock-03005,argyle,charcoal,wool,ambiguous,medium,49.5,1315,0.45,0.620,validation
sock-03006,plain,teal,cotton,left,large,51.4,1338,0.74,0.750,validation
sock-03007,dots,white,modal,right,xl,53.3,1361,0.03,0.550,validation
sock-03008,stripes,coral,linen,ambiguous,small,55.2,1384,0.32,0.560,validation
sock-03009,tiny-stars,lavender,polyblend,left,medium,57.1,1407,0.61,0.500,validation
sock-03010,ribbed,navy,bamboo,right,large,59.0,1430,0.90,0.960,validation
sock-03011,heather,yellow,wool,ambiguous,xl,60.9,1453,0.19,0.680,validation
sock-03012,chevron,black,cotton,left,small,62.8,1476,0.48,0.780,validation
sock-03013,argyle,green,modal,right,medium,64.7,1499,0.77,0.580,validation
sock-03014,plain,burgundy,linen,ambiguous,large,66.6,622,0.06,0.640,validation
sock-03015,dots,charcoal,polyblend,left,xl,68.5,645,0.35,0.510,validation
sock-03016,stripes,teal,bamboo,right,small,70.4,668,0.64,0.880,validation
sock-03017,tiny-stars,white,wool,ambiguous,medium,72.3,691,0.93,0.620,validation
sock-03018,ribbed,coral,cotton,left,large,25.2,714,0.22,0.700,validation
sock-03019,heather,lavender,modal,right,xl,27.1,737,0.51,0.640,validation
sock-03020,chevron,navy,linen,ambiguous,small,29.0,760,0.80,0.670,validation
sock-03021,argyle,yellow,polyblend,left,medium,30.9,783,0.09,0.470,validation
sock-03022,plain,black,bamboo,right,large,32.8,806,0.38,0.990,validation
